movie_id,genre
677,Thriller
678,Animation
678,Family
678,Comedy
678,Adventure
679,Action
679,Science Fiction
679,Thriller
680,Action
680,Thriller
680,Comedy
680,Adventure
681,Romance
681,Drama
682,Horror
682,Science Fiction
682,Action
683,Comedy
683,Horror
684,Action
684,Animation
684,Adventure
684,Comedy
684,Fantasy
684,Science Fiction
685,Drama
685,Animation
685,Romance
685,War
686,Science Fiction
686,Thriller
686,Horror
687,Drama
688,Comedy
689,Science Fiction
689,Action
689,Adventure
689,Comedy
690,Adventure
690,Animation
690,Fantasy
690,Family
691,Action
691,Thriller
692,Action
692,Drama
692,Adventure
693,Action
693,Adventure
693,Science Fiction
693,Thriller
694,Science Fiction
694,Action
694,Thriller
695,Family
695,Fantasy
695,Science Fiction
696,Drama
697,Fantasy
697,Adventure
698,Thriller
698,Horror
699,Fantasy
699,Comedy
699,Adventure
699,Drama
700,Action
700,Adventure
700,Thriller
701,Animation
701,Action
701,Horror
702,Action
702,Drama
703,Comedy
703,Romance
704,Comedy
704,Romance
705,Adventure
705,Animation
705,Family
706,Science Fiction
706,Action
706,Thriller
706,Adventure
707,Action
707,Thriller
707,Horror
708,Action
708,Adventure
708,Fantasy
709,Drama
709,Thriller
709,Mystery
710,Family
710,Comedy
710,Animation
711,Family
711,TV Movie
711,Adventure
711,Fantasy
712,Fantasy
712,Animation
712,Romance
712,Family
713,Comedy
713,Romance
714,Family
714,Adventure
714,Animation
714,Comedy
715,Drama
715,Science Fiction
715,Thriller
716,Comedy
716,Drama
717,Crime
717,Drama
717,Thriller
718,Animation
718,Comedy
718,Family
719,Science Fiction
719,Action
719,Adventure
720,Romance
720,Drama
721,Action
721,Science Fiction
721,Thriller
722,Family
722,Adventure
722,Fantasy
723,Drama
724,Comedy
724,Music
724,Romance
725,War
725,Action
725,Drama
726,Animation
726,Comedy
726,Family
726,Fantasy
727,Family
727,Comedy
727,Fantasy
728,Action
728,Thriller
729,Action
729,Animation
729,Science Fiction
730,Action
730,Comedy
730,Adventure
730,Thriller
731,Action
731,Adventure
731,Fantasy
732,Comedy
732,Romance
733,Adventure
733,Comedy
733,Fantasy
734,Action
734,Drama
734,Adventure
734,Mystery
734,Thriller
735,Romance
735,Drama
735,Comedy
736,Horror
736,Mystery
736,Thriller
737,Action
737,Crime
737,Drama
738,Adventure
738,Drama
738,Action
739,Action
739,Science Fiction
739,Horror
740,Adventure
740,Comedy
740,Family
741,Science Fiction
741,Adventure
741,Action
742,Action
742,Comedy
742,Adventure
743,Animation
743,Adventure
743,Comedy
743,Family
744,Horror
744,Thriller
745,Animation
745,Action
745,Fantasy
746,Action
746,Adventure
746,Science Fiction
747,Thriller
747,Mystery
747,Romance
748,Action
748,Adventure
748,Science Fiction
748,Fantasy
749,Action
749,Animation
749,Science Fiction
750,Horror
750,Action
750,Thriller
750,Crime
751,Horror
751,Adventure
751,Action
752,Action
